area,query,store_name,phone,address,map_link,review_status,evidence,notes
구로디지털단지/금천,독산역 전자담배,무인제로전자담배&커피,,서울 금천구 가산로3길 86 1층,https://pcmap.place.naver.com/place/1792865058/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
구로디지털단지/금천,독산역 전자담배,베이프린 전자담배,02-802-7778,서울 금천구 독산로 187 1층,https://pcmap.place.naver.com/place/1104681932/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
구로디지털단지/금천,독산역 전자담배,야쓰,02-3289-6854,서울 금천구 가산디지털2로 34 G밸리더리브스마트타워 1319호,https://pcmap.place.naver.com/place/1195824855/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
구로디지털단지/금천,독산역 전자담배,에스앤디라이프,,서울 금천구 가산디지털1로 30 1111호,https://pcmap.place.naver.com/place/1313864773/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
구로디지털단지/금천,독산역 전자담배,제로전자담배 독산점,02-859-5529,서울 금천구 가산로 69 101호,https://pcmap.place.naver.com/place/2033629222/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,공릉역 전자담배,스누스,,서울 노원구 공릉로 153 스포츠토토 매장에서 스누스판매,https://pcmap.place.naver.com/place/1914268907/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,미아사거리역 전자담배,담타 미아빛의거리점,1811-6064,서울 강북구 월계로7가길 25 1층,https://pcmap.place.naver.com/place/2041641693/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,미아사거리역 전자담배,위베이프 미리내 전자담배,070-7745-8114,서울 강북구 솔샘로64길 19 1층,https://pcmap.place.naver.com/place/1288740923/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,미아사거리역 전자담배,하이퍼전자담배,02-946-0111,서울 강북구 오패산로30길 10 대지쇼핑프라자 1층 105호,https://pcmap.place.naver.com/place/1164844002/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,방학역 전자담배,도봉전자담배,,서울 도봉구 방학로 131 1층 3호,https://pcmap.place.naver.com/place/34699031/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,방학역 전자담배,타이거타바코,,서울 도봉구 도봉로137길 31 에덴아파트,https://pcmap.place.naver.com/place/1026098029/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,수유역 전자담배,하카 강북수유역직영점,070-8814-2161,서울 강북구 도봉로 367-1 1층 2호,https://pcmap.place.naver.com/place/2055640626/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,쌍문역 전자담배,라미야전자담배 쌍문점,,서울 도봉구 도봉로 484 청우빌딩 3층,https://pcmap.place.naver.com/place/35877871/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,쌍문역 전자담배,미스티,,서울 도봉구 도봉로110라길 70-11 미스티,https://pcmap.place.naver.com/place/1811483079/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,쌍문역 전자담배,보나팩토리 쌍문점,0506-345-4999,서울 도봉구 도봉로109길 19 1층,https://pcmap.place.naver.com/place/2030600568/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,쌍문역 전자담배,우리담배 도봉대리점,,서울 도봉구 덕릉로 277-1,https://pcmap.place.naver.com/place/31391370/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,쌍문역 전자담배,잔티 도봉점,02-907-5032,서울 도봉구 도봉로 499,https://pcmap.place.naver.com/place/13484006/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,쌍문역 전자담배,하카 강북수유역직영점,070-8814-2161,서울 강북구 도봉로 367-1 1층 2호,https://pcmap.place.naver.com/place/2055640626/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,창동역 전자담배,도봉전자담배,,서울 도봉구 도봉로137길 31 에덴아파트,https://pcmap.place.naver.com/place/34699031/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,창동역 전자담배,버나드 전자담배 버나드씨,070-4201-2020,서울 도봉구 마들로11길 65 지하1층 2호,https://pcmap.place.naver.com/place/1031960648/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,창동역 전자담배,전자담배에니코 창동점,02-992-5073,서울 도봉구 노해로 341 신원리베르텔 104호,https://pcmap.place.naver.com/place/35816160/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,창동역 전자담배,타이거타바코,,서울 도봉구 도봉로137길 31 에덴아파트,https://pcmap.place.naver.com/place/1026098029/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
노원/수유/도봉,하계역 전자담배,라미야전자담배 공릉점,02-972-5822,서울 노원구 공릉로 177,https://pcmap.place.naver.com/place/35544782/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,목동역 전자담배,목동 베이프타운,,서울 양천구 등촌로 36,https://pcmap.place.naver.com/place/36208490/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,방배역 전자담배,위베이프 전자담배 방배점,,서울 서초구 효령로 36 103호,https://pcmap.place.naver.com/place/2013213616/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,방배역 전자담배,하카전자담배 방배점,02-584-3222,서울 서초구 방배로 113,https://pcmap.place.naver.com/place/35744291/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,사당역 전자담배,파이프스토리 사당점,02-521-2897,서울 동작구 동작대로3길 22,https://pcmap.place.naver.com/place/54657606/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,오목교역 전자담배,베이프웨일전자담배,070-8822-1384,서울 양천구 신목로 93-1 1층 전자담배,https://pcmap.place.naver.com/place/1539773631/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,오목교역 전자담배,전자담배 쿨베이핑 오목교점,,서울 양천구 오목로 340 협성빌딩 A동 103호,https://pcmap.place.naver.com/place/1690470915/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,이수역 전자담배,블루베이프 사당점,,서울 동작구 사당로30길 91 1층,https://pcmap.place.naver.com/place/2026620066/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,이수역 전자담배,이수역전자담배프라자,02-544-0289,서울 서초구 동작대로 108 디오슈페리움2차 음식백화점내,https://pcmap.place.naver.com/place/36046641/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,이수역 전자담배,전담GATE 이수역점,1688-9216,서울 동작구 동작대로27가길 20 1층,https://pcmap.place.naver.com/place/1820337961/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
사당/방배/목동,이수역 전자담배,팡팡전자담배,,서울 동작구 동작대로27길 12,https://pcmap.place.naver.com/place/2146194861/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,길음역 전자담배,스톰몰전자담배,070-8267-0087,서울 성북구 동소문로 187,https://pcmap.place.naver.com/place/19700086/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,돈암동 전자담배,담타 성신여대점,1811-6064,서울 성북구 보문로34길 69 1층 107호,https://pcmap.place.naver.com/place/2050948093/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,돈암동 전자담배,스톰몰전자담배,070-8267-0087,서울 성북구 동소문로 187,https://pcmap.place.naver.com/place/19700086/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,돈암동 전자담배,전담GATE 성신여대점,1688-9216,서울 성북구 동소문로22길 43,https://pcmap.place.naver.com/place/1904570208/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,성신여대입구역 전자담배,네스티쇼룸 성신여대점,1555-7976,서울 성북구 동소문로22길 33 1층,https://pcmap.place.naver.com/place/2014226455/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,성신여대입구역 전자담배,담타 성신여대점,1811-6064,서울 성북구 보문로34길 69 1층 107호,https://pcmap.place.naver.com/place/2050948093/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,성신여대입구역 전자담배,전담GATE 성신여대점,1688-9216,서울 성북구 동소문로22길 43,https://pcmap.place.naver.com/place/1904570208/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,성신여대입구역 전자담배,쥬스박스,070-5176-0005,서울 성북구 아리랑로 59 제네시스 1층,https://pcmap.place.naver.com/place/1861740388/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,정릉 전자담배,듀바코 성북점,02-922-1355,서울 성북구 아리랑로 28 102호,https://pcmap.place.naver.com/place/13590050/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,정릉 전자담배,쥬스박스,070-5176-0005,서울 성북구 아리랑로 59 제네시스 1층,https://pcmap.place.naver.com/place/1861740388/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
성북/길음,정릉 전자담배,케이전자담배라운지,,서울 성북구 보국문로 55,https://pcmap.place.naver.com/place/1939025542/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,구파발역 전자담배,구름앤초람이루자,,서울 은평구 진관3로 77,https://pcmap.place.naver.com/place/1015956123/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,구파발역 전자담배,중고피아노.야마하중고피아노.영창.삼익.중고피아노매매,070-8194-0575,서울 은평구 갈현동,https://pcmap.place.naver.com/place/1336169366/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,불광역 전자담배,그린스모크,02-357-0020,서울 은평구 통일로 811 1층,https://pcmap.place.naver.com/place/36831008/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,불광역 전자담배,담배가게아가씨,,서울 은평구 불광로 111-1 1층 (불광동),https://pcmap.place.naver.com/place/1444376122/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,불광역 전자담배,위베이프 다모아토바코 연신내점,02-357-0020,서울 은평구 통일로 811 1층,https://pcmap.place.naver.com/place/35787702/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,불광역 전자담배,전담클럽 은평구청점,02-357-3380,서울 은평구 통일로 811,https://pcmap.place.naver.com/place/1575320891/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,역촌역 전자담배,래빗 전자담배 구산점,,서울 은평구 연서로 97 지층,https://pcmap.place.naver.com/place/1247653329/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
은평/연신내,연신내역 전자담배,블루베이프 연신내점,,서울 은평구 연서로29길 20 1층 105호,https://pcmap.place.naver.com/place/2049298621/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,망우역 전자담배,전담GATE 상봉역점,1688-9216,서울 중랑구 면목로 481 1층 105호,https://pcmap.place.naver.com/place/1369170871/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,망우역 전자담배,털보네액상공장 상봉 망우역점,02-1811-6351,서울 중랑구 망우로55길 19 1층,https://pcmap.place.naver.com/place/1523764085/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,망우역 전자담배,홀릭망우동전자담배,,서울 중랑구 용마산로 509 1층,https://pcmap.place.naver.com/place/1607675912/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,먹골역 전자담배,JMI 전자담배 중화점,,서울 중랑구 동일로 801 1층 4호,https://pcmap.place.naver.com/place/1219606160/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,먹골역 전자담배,스카이전자담배 중랑점,,서울 중랑구 동일로 829 스카이전자담배,https://pcmap.place.naver.com/place/1885468602/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,먹골역 전자담배,위베이프 중랑점,070-7543-1291,서울 중랑구 중랑역로 199,https://pcmap.place.naver.com/place/1196298299/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,면목역 전자담배,라미야전자담배 면목점,02-432-6011,서울 중랑구 면목로 375,https://pcmap.place.naver.com/place/35452003/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,면목역 전자담배,전담GATE 사가정점,070-7972-5123,서울 중랑구 면목로 334-1 1층,https://pcmap.place.naver.com/place/2095490062/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,상봉역 전자담배,전담GATE 상봉역점,1688-9216,서울 중랑구 면목로 481 1층 105호,https://pcmap.place.naver.com/place/1369170871/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,중화역 전자담배,JMI 전자담배 중화점,,서울 중랑구 동일로 801 1층 4호,https://pcmap.place.naver.com/place/1219606160/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
중랑/면목,중화역 전자담배,스카이전자담배 중랑점,,서울 중랑구 동일로 829 스카이전자담배,https://pcmap.place.naver.com/place/1885468602/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,강동역 전자담배,라미야전자담배 강동구점,070-7538-1927,서울 강동구 진황도로 74 1층,https://pcmap.place.naver.com/place/36192743/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,강동역 전자담배,성내전자담배멀티샵,02-477-2064,서울 강동구 천호대로162길 11,https://pcmap.place.naver.com/place/36357864/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,고덕역 전자담배,뉴턴전자담배 명일점,,서울 강동구 양재대로 1626 1층,https://pcmap.place.naver.com/place/1306626088/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,고덕역 전자담배,미키젠 전자담배,02-470-6003,서울 강동구 천중로 211 1층,https://pcmap.place.naver.com/place/36046671/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,고덕역 전자담배,하카전자담배 강동점,02-477-9079,서울 강동구 양재대로 1599,https://pcmap.place.naver.com/place/20267987/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,길동역 전자담배,미키젠 전자담배,02-470-6003,서울 강동구 천중로 211 1층,https://pcmap.place.naver.com/place/36046671/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,길동역 전자담배,전자담배랩24,,서울 강동구 양재대로 1488 한일빌딩 1층 101호 전자담배랩24,https://pcmap.place.naver.com/place/1807799842/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,둔촌동역 전자담배,JMI전자담배 강동점,,서울 강동구 양재대로100길 38 1층 103호,https://pcmap.place.naver.com/place/1502797368/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,명일역 전자담배,굿데이 암사점,02-429-4440,서울 강동구 암사길 40,https://pcmap.place.naver.com/place/36132954/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,명일역 전자담배,뉴턴전자담배 명일점,,서울 강동구 양재대로 1626 1층,https://pcmap.place.naver.com/place/1306626088/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,명일역 전자담배,미키젠 전자담배,02-470-6003,서울 강동구 천중로 211 1층,https://pcmap.place.naver.com/place/36046671/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,명일역 전자담배,전자담배랩24,,서울 강동구 양재대로 1488 한일빌딩 1층 101호 전자담배랩24,https://pcmap.place.naver.com/place/1807799842/home,ambiguous_name_or_missing_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,명일역 전자담배,하카전자담배 강동점,02-477-9079,서울 강동구 양재대로 1599,https://pcmap.place.naver.com/place/20267987/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,상일동역 전자담배,베이프랩 상일동점,02-486-6660,서울 강동구 상일로 35 1층 베이프랩 상일동점,https://pcmap.place.naver.com/place/525397285/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,암사역 전자담배,고릴라파이프,02-474-0121,서울 강동구 진황도로 4 전자담배 고릴라파이프 (진황도로2-1),https://pcmap.place.naver.com/place/36139516/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
천호/강동,암사역 전자담배,굿데이 암사점,02-429-4440,서울 강동구 암사길 40,https://pcmap.place.naver.com/place/36132954/home,non_sms_phone,네이버 플레이스 검색 스니펫,010/0507 미확인 또는 상호 애매
구로디지털단지/금천,구로디지털단지역 전자담배,유베이프 전자담배,0507-1461-9256,"서울 관악구 조원중앙로 6 , 1층 유베이프전자담배",https://pcmap.place.naver.com/place/1381697001/home,area_mismatch,네이버 플레이스 검색 스니펫,서울 매장이지만 지정 권역 구/동 불일치로 review 이동
구로디지털단지/금천,구로디지털단지역 전자담배,판다전자담배 구로점,0507-1461-8344,서울 관악구 시흥대로 556 1층 판다전자담배 구로점,https://pcmap.place.naver.com/place/1605244262/home,area_mismatch,네이버 플레이스 검색 스니펫,서울 매장이지만 지정 권역 구/동 불일치로 review 이동
사당/방배/목동,사당역 전자담배,사당전자담배,0507-1375-2845,서울 관악구 과천대로 943 1층 202호,https://pcmap.place.naver.com/place/2043066722/home,area_mismatch,네이버 플레이스 검색 스니펫,서울 매장이지만 지정 권역 구/동 불일치로 review 이동
사당/방배/목동,사당역 전자담배,전담GATE 사당역점,0507-1454-6377,서울 관악구 과천대로 951 나호 1층,https://pcmap.place.naver.com/place/1774510370/home,area_mismatch,네이버 플레이스 검색 스니펫,서울 매장이지만 지정 권역 구/동 불일치로 review 이동
