priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes,sms_ready,source_bucket,cleanup_flags,cluster,send_score,send_priority_bucket,recommended_wave,send_order,batch_hint,priority_reason,audit_status,audit_flags,evidence_basis,row_number,phone_type,send_bucket,action_priority
1,역삼/선릉,강남전자담배프라자 대치점,서울 강남구 대치동,010-6229-6662,,,,,전자담배 전문점,대치 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.70,P2,Wave 2,160,Batch 5,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,125,mobile_010,review_first,B_review
1,역삼/선릉,강남핫딜전자담배,서울 강남구 역삼동,010-6237-4242,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.70,P2,Wave 2,161,Batch 5,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,126,mobile_010,review_first,B_review
1,역삼/선릉,베리베리 역삼,서울 강남구 역삼동,010-8931-0753,,,,,전자담배 전문점,역삼 오피스상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.70,P2,Wave 2,162,Batch 5,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,127,mobile_010,review_first,B_review
1,역삼/선릉,비원베이프,서울 강남구 역삼동,010-8222-8333,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.70,P2,Wave 2,163,Batch 5,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,128,mobile_010,review_first,B_review
1,역삼/선릉,역삼전자담배,서울 강남구 역삼동,010-6659-9800,,,,,전자담배 전문점,역삼 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.70,P2,Wave 2,164,Batch 5,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,129,mobile_010,review_first,B_review
1,역삼/선릉,홀릭전자담배 선릉점,서울 강남구 선릉로86길 31 롯데골드로즈2차 1층,010-3337-9457,,,,,전자담배 전문점,선릉 핵심상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.70,P2,Wave 2,165,Batch 5,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,130,mobile_010,review_first,B_review
1,신논현/논현,카우베이프 논현,서울 강남구 논현로 507,010-2581-3799,,,,,전자담배 전문점,논현/강남 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 엔드퍼프 역삼점 | ,yes,web_search_draft,merged_dup_history,코어 오피스/상업권,14.60,P2,Wave 2,166,Batch 5,"score 14.6, tier1 area, message_type1, flags:merged_dup_history",review_needed,cleanup:merged_dup_history|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:merged_dup_history,131,mobile_010,review_first,B_review
1,역삼/선릉,vaping lounge,서울 강남구 선릉로155길 28 1층,010-4806-6928,,,,,전자담배 전문점,청담/선릉 연결축,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.30,P2,Wave 2,178,Batch 5,"score 14.3, tier1 area, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,140,mobile_010,review_first,B_review
2,여의도,엔드퍼프/마샤 베이프 여의도,서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층,010-3544-3028,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,여의도 오피스타운,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 여의도 라미야 엘지에클라트 | 서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층,yes,linked_source,merged_dup_history,코어 오피스/상업권,14.10,P2,Wave 2,179,Batch 5,"score 14.1, linked source, flags:merged_dup_history",review_needed,cleanup:merged_dup_history,linked_source; map_link; notes; cleanup_flags:merged_dup_history,141,mobile_010,review_first,B_review
2,홍대/합정/상수,마포전자담배 망원점,서울 마포구 망원동,010-9024-2960,,,,,전자담배 전문점,망원 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.90,P2,Wave 2,189,Batch 6,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,151,mobile_010,review_first,B_review
2,홍대/합정/상수,서울베이퍼즈 합정,서울 마포구 합정동,010-9191-9670,,,,,전자담배 전문점,합정 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.90,P2,Wave 2,190,Batch 6,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,152,mobile_010,review_first,B_review
2,홍대/합정/상수,콤마베이프 합정,서울 마포구 합정동,010-2123-2848,,,,,전자담배 전문점,합정 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.90,P2,Wave 2,191,Batch 6,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,153,mobile_010,review_first,B_review
1,잠실/송리단길,송파잠실 전자담배 베이프갱스터,서울 송파구 오금로11길 11-11 B동 101호,010-9490-3404,,,,,전자담배 전문점,방이/잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,14.70,P2,Wave 2,204,Batch 7,"score 14.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,164,mobile_010,review_first,B_review
2,종로/을지로/충무로,라미야 명동회현점,서울 중구 소공로 58 지하층 라열9·10호 (회현지하도상가),010-8789-0789,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,명동/회현 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이프식스틴 충무로점 | 서울 중구 소공로 지하 58 회현지하쇼핑센터 라열9호10호,yes,linked_source,merged_dup_history,혼합 고회전 상권,14.10,P2,Wave 2,238,Batch 7,"score 14.1, linked source, flags:merged_dup_history",review_needed,cleanup:merged_dup_history,linked_source; map_link; notes; cleanup_flags:merged_dup_history,170,mobile_010,review_first,B_review
2,잠실/송리단길,도깨비전자담배 잠실본점,서울 송파구 올림픽로30길 9 206호,010-7107-9876,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,246,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,173,mobile_010,review_first,B_review
2,잠실/송리단길,뿜뿜베이프 잠실,서울 송파구 올림픽로 86 (잠실동) 1층,010-8651-5339,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,247,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,174,mobile_010,review_first,B_review
2,잠실/송리단길,잠실전자담배 베이프갱스터,서울 송파구 백제고분로7길 49 1층105호,010-2086-3404,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,248,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,175,mobile_010,review_first,B_review
2,잠실/송리단길,잠실직영점,서울 송파구 올림픽로 119 (잠실동) 에이170호,010-8974-5300,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,249,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,176,mobile_010,review_first,B_review
2,종로/을지로/충무로,벨베이프 이대,서울 서대문구 이화여대길 29 1층,010-2321-2946,,,,,전자담배 전문점,이대/신촌 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,250,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,area_address_mismatch|cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,177,mobile_010,review_first,B_review
2,종로/을지로/충무로,씨와이 전자담배,서울 중구 창경궁로 2,010-9053-1511,,,,,전자담배 전문점,종로/을지로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,251,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,178,mobile_010,review_first,B_review
2,종로/을지로/충무로,에스엠마트 베가전자담배,서울 종로구 청계천로 55 (관철동) 101호,010-8314-0688,,,,,전자담배 전문점,청계천 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,252,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,179,mobile_010,review_first,B_review
2,종로/을지로/충무로,종각베이퍼스,서울 종로구 종로 19 (종로1가) 지하1층 122-2호,010-4912-9434,,,,,전자담배 전문점,종각 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,253,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,180,mobile_010,review_first,B_review
2,종로/을지로/충무로,준베이프 충무로,서울 중구 서애로 18 (필동3가) 1층,010-2253-9553,,,,,전자담배 전문점,충무로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,254,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,181,mobile_010,review_first,B_review
2,종로/을지로/충무로,증기기관 을지로점,서울 중구 을지로 지하쇼핑센터,010-9205-6927,,,,,전자담배 전문점,을지로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,255,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,182,mobile_010,review_first,B_review
2,종로/을지로/충무로,충무로베이프샵,서울 중구 퇴계로 179-1 (필동1가) 1층,010-9306-9233,,,,,전자담배 전문점,충무로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,256,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,183,mobile_010,review_first,B_review
2,종로/을지로/충무로,케이전자담배 종로,서울 중구 무교로 32 효령빌딩 지하1층,010-3258-1910,,,,,전자담배 전문점,광화문/종각 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,257,Batch 7,"score 13.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,184,mobile_010,review_first,B_review
2,천호/강동,일원전자담배,"서울 강남구 양재대로31길 5, 1층 (일원동)",010-6877-9100,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,확장/생활상권,15.10,P2,Wave 2,308,Batch 8,"score 15.1, official source",review_needed,area_address_mismatch,official_locator; map_link; notes,235,mobile_010,review_first,B_review
1,역삼/선릉,역삼전자담배멀티샵,서울 강남구 역삼로 139,010-6268-6451,,,,,멀티샵,역삼 상권,4,4,4,12,A,2,미접촉,,기존 02 번호 대신 공개 검색상 확인된 010 번호로 교체,yes,web_search_draft,,코어 오피스/상업권,13.70,P3,Wave 3,489,Batch 9,"score 13.7, tier1 area",review_needed,draft_provenance_only|missing_map_link,web_search_draft; notes,250,mobile_010,review_first,B_review
1,역삼/선릉,쿨베이핑 개포점,서울 강남구 개포동,010-9249-3007,,,,,전자담배 전문점,개포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,13.70,P3,Wave 3,490,Batch 9,"score 13.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,251,mobile_010,review_first,B_review
1,성수,금호동조아전자담배,서울 성동구 금호동,010-9627-2740,,,,,전자담배 전문점,금호 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.70,P3,Wave 3,492,Batch 10,"score 13.7, tier1 area, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,253,mobile_010,review_first,B_review
2,신촌/이대,몬스터즈 전자담배 신수동,서울 마포구 신수동,010-6826-8289,,,,,전자담배 전문점,신수/마포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,500,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,258,mobile_010,review_first,B_review
2,신촌/이대,베이프존 아현점,서울 서대문구 북아현동,010-3443-0144,,,,,전자담배 전문점,아현 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,501,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,259,mobile_010,review_first,B_review
2,왕십리/한양대,구름베이프,서울 성동구 왕십리로21길 12 1층,010-3799-5841,,,,,전자담배 전문점,왕십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,502,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,260,mobile_010,review_first,B_review
2,이태원,마크전자담배 갈월동,서울 용산구 한강대로 259 (갈월동),010-8723-3430,,,,,전자담배 전문점,갈월 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,503,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,261,mobile_010,review_first,B_review
2,이태원,이글베이프,서울 용산구 한강대로46길 16 1층동 103호,010-4168-1201,,,,,전자담배 전문점,한강로 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,504,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,262,mobile_010,review_first,B_review
2,이태원,전자담배 용산 한강대로,서울 용산구 한강대로 166 1층,010-9914-1919,,,,,전자담배 전문점,용산역 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,505,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,263,mobile_010,review_first,B_review
2,이태원,전자담배랩 용산,서울 용산구 한강대로11길 30 101호,010-6614-7589,,,,,전자담배 전문점,용산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,506,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,264,mobile_010,review_first,B_review
2,홍대/합정/상수,베이프마포공덕,서울 마포구 마포대로,010-7231-0916,,,,,전자담배 전문점,마포/공덕 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,507,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,265,mobile_010,review_first,B_review
2,홍대/합정/상수,서강베이프 신수동,서울 마포구 신수동,010-7637-8249,,,,,전자담배 전문점,신수/마포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.90,P3,Wave 3,508,Batch 10,"score 12.9, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,266,mobile_010,review_first,B_review
2,신촌/이대,카리 전자담배 무악동,서울 종로구 통일로 230 (무악동) 경희궁롯데캐슬 상가 111호,010-4062-8818,,,,,전자담배 전문점,무악/독립문 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 마블루 전자담배 홍제동 | 서울 서대문구 통일로 418 (홍제동) 1층,yes,web_search_draft,merged_dup_history,트렌드/대학가,12.80,P3,Wave 3,509,Batch 10,"score 12.8, message_type1, flags:merged_dup_history",review_needed,area_address_mismatch|cleanup:merged_dup_history|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:merged_dup_history,267,mobile_010,review_first,B_review
2,왕십리/한양대,샤슈베이프 마장동,서울 성동구 마장로 271 (마장동) 삼성아파트 상가 1층,010-8989-0133,,,,,전자담배 전문점,마장/왕십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 성동구 성수이로 마블루 | 서울 성동구 성수이로 34-1 (성수동2가),yes,web_search_draft,merged_dup_history,트렌드/대학가,12.80,P3,Wave 3,510,Batch 10,"score 12.8, message_type1, flags:merged_dup_history",review_needed,cleanup:merged_dup_history|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:merged_dup_history,268,mobile_010,review_first,B_review
3,건대입구,광진전자담배프라자,서울 광진구 능동,010-5537-9339,,,,,전자담배 전문점,군자/능동 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.20,P3,Wave 3,511,Batch 10,"score 12.2, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,269,mobile_010,review_first,B_review
3,건대입구,전자담배스토어 중곡동,서울 광진구 중곡동,010-3391-9797,,,,,전자담배 전문점,중곡 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.20,P3,Wave 3,512,Batch 10,"score 12.2, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,270,mobile_010,review_first,B_review
3,신촌/이대,맥세븐북가좌점,서울 서대문구 거북골로 193 (북가좌동) 지층,010-5621-3004,,,,,전자담배 전문점,북가좌 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,12.20,P3,Wave 3,513,Batch 10,"score 12.2, message_type1, flags:draft_only",review_needed,cleanup:draft_only|draft_provenance_only|missing_map_link,web_search_draft; notes; cleanup_flags:draft_only,271,mobile_010,review_first,B_review
