priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes,sms_ready,source_bucket,cleanup_flags,cluster,send_score,send_priority_bucket,recommended_wave,send_order,batch_hint,priority_reason
1,삼성/코엑스,하카 강남 삼성역직영점,서울 강남구 삼성로 420 1층,0507-1401-2161,https://pcmap.place.naver.com/place/1666893708/home,,,,전자담배 전문점,삼성/코엑스 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=삼성역 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,17,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,신논현/논현,더베이프샵 다미 신논현점,서울 서초구 강남대로 455 강남태영데시앙루브 B102호,010-9780-5262,https://m.swidn.com/store,, , ,전자담배 전문점,신논현 메인상권,5,4,5,14,A,1,미접촉,,공개 웹 검색 기반 초안. 주소 보강,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,18,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,신논현/논현,홀릭전자담배 논현초점,서울 강남구 봉은사로7길 40 1층 전자담배,0507-1425-0233,https://pcmap.place.naver.com/place/523009891/home,,,,전자담배 전문점,신논현/논현 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=신논현 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,19,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,여의도,루나전자담배 여의도점,서울 영등포구 여의나루로 113 1층 118호,0507-1477-0759,https://pcmap.place.naver.com/place/1431828485/home,,,,전자담배 전문점,여의도 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=여의도 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,20,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,여의도,베이프큐 전자담배 여의도점,서울 영등포구 국제금융로6길 33 1층 24호,0507-1310-1194,https://pcmap.place.naver.com/place/1363898535/home,,,,전자담배 전문점,여의도 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=여의도 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,21,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,여의도,여의도 전자담배,서울 영등포구 국제금융로6길 33 여의도 백화점 2층,0507-1383-1154,https://pcmap.place.naver.com/place/35021742/home,,,,전자담배 전문점,여의도 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=여의도 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,22,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,여의도,하카 여의도직영점,서울 영등포구 여의대방로69길 28 유성빌딩 1층 110호,0507-1398-2161,https://pcmap.place.naver.com/place/2027106161/home,,,,전자담배 전문점,여의도 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=여의도 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,23,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,여의도,홀릭 여의도점,서울 영등포구 의사당대로 127 롯데캐슬 엠파이어 B1층 117호 전자담배,0507-1410-5869,https://pcmap.place.naver.com/place/31806245/home,,14,,전자담배 전문점,여의도 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 지도 상세 검증 2026-04-10. 기존 공개 웹 검색 초안(마샤전자담배 여의도점)과 동일 주소로 확인되어 홀릭 여의도점으로 병합·정정,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,24,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,구름쥬스 전자담배 삼성역점,서울 강남구 테헤란로87길 51 1층 구름쥬스전자담배,0507-1408-1131,https://pcmap.place.naver.com/place/1668347708/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=삼성역 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,25,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,더킹베이프스토어,서울 강남구 언주로 409 1층 더킹베이프스토어,0507-1311-9896,https://pcmap.place.naver.com/place/1524926243/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=선릉 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,26,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,베이프온전자담배 24시 선릉,서울 강남구 선릉로 431 SK허브오피스텔 지하1층 B104호,0507-1402-5085,https://pcmap.place.naver.com/place/34779136/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=선릉 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,27,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,크림 전자담배,서울 강남구 선릉로86길 44 1층 크림 전자담배,0507-1400-1226,https://pcmap.place.naver.com/place/1568882848/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=선릉 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,28,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,하카 강남 삼성중앙직영점,서울 강남구 봉은사로 506 1층 101호,0507-1473-2161,https://pcmap.place.naver.com/place/1265007979/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=삼전 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,29,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,하카 강남 선릉직영점,서울 강남구 테헤란로52길 16,0507-1302-2161,https://pcmap.place.naver.com/place/1189185234/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=선릉 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,30,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,헬로전자담배,서울 강남구 선릉로86길 18 1층,0507-1495-1468,https://pcmap.place.naver.com/place/1310578927/home,,,,전자담배 전문점,역삼/선릉 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=선릉 전자담배,yes,linked_source,,코어 오피스/상업권,16.80,P1,Wave 1,31,Batch 1,"score 16.8, tier1 area, message_type1, linked source"
1,역삼/선릉,마샤 베이프 선릉점,서울 강남구 선릉로 420 1층,010-8797-1511,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,선릉 메인축,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,코어 오피스/상업권,15.80,P1,Wave 1,32,Batch 1,"score 15.8, tier1 area, message_type1, linked source"
1,삼성/코엑스,구름쥬스 삼성동점,서울 강남구 삼성동 153-36 여송빌딩 1층,010-9177-7708,https://gureumjuice.com/,, , ,전자담배 전문점,삼성동 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색상 확인된 010 번호 반영,yes,linked_source,,코어 오피스/상업권,15.40,P1,Wave 1,33,Batch 1,"score 15.4, tier1 area, linked source"
1,삼성/코엑스,킹콩전자담배 삼성점,서울 강남구 봉은사로82길 25,010-3462-9876,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,, , ,전자담배 전문점,삼성동 핵심상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,코어 오피스/상업권,15.40,P1,Wave 1,34,Batch 1,"score 15.4, tier1 area, linked source"
1,신논현/논현,전자담배할인매장 라운지24 강남점,서울 서초구 서초대로77길 48 1층 3호,010-4105-1977,https://m.ejuiceko.com/find_store.html,,,,전자담배 전문점,강남/논현 연결상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,코어 오피스/상업권,15.40,P1,Wave 1,35,Batch 1,"score 15.4, tier1 area, linked source"
1,성수,요가파이어,서울 마포구 성암로 215 1층 전자담배,010-2208-1078,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,성수 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,17.30,P1,Wave 1,36,Batch 2,"score 17.3, tier1 area, message_type1, official source"
1,신촌/이대,에어베이프 연희점,서울 서대문구 연희로 114 내풍빌딩,010-9090-7832,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌/이대 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,17.30,P1,Wave 1,37,Batch 2,"score 17.3, tier1 area, message_type1, official source"
1,신촌/이대,하카코리아 서대문,서울 서대문구 거북골로 158 1층 전자담배,010-3687-5110,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌/이대 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,17.30,P1,Wave 1,38,Batch 2,"score 17.3, tier1 area, message_type1, official source"
1,홍대/합정/상수,스누스와전자담배,서울 마포구 양화로 156 LG팰리스빌딩 B119-2 스누스와전자담배,010-4754-3461,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,홍대/합정/상수 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,17.30,P1,Wave 1,39,Batch 2,"score 17.3, tier1 area, message_type1, official source"
1,건대입구,airvape,서울 광진구 자양로 153 1층 2호 에어베이프,010-7129-2008,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,40,Batch 2,"score 16.9, tier1 area, official source"
1,건대입구,베이퍼럽 전자담배,서울 광진구 중곡동 211-24 가든시티 1층 상가 전자담배,010-5249-3886,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,41,Batch 2,"score 16.9, tier1 area, official source"
1,건대입구,용가리,서울 광진구 구의강변로 87 1층 전자담배,010-4421-4374,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,42,Batch 2,"score 16.9, tier1 area, official source"
1,건대입구,조후시가,서울 광진구 구의3동 테크노마트 2층 A64,010-9207-7069,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,43,Batch 2,"score 16.9, tier1 area, official source"
1,이태원,마샤 한남동점,서울 용산구 대사관로 80 1층,010-9400-6390,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,44,Batch 2,"score 16.9, tier1 area, official source"
1,이태원,마크전자담배,서울 용산구 한강대로 259 고려에이트리움 2층 206호 마크전자담배,010-8077-2046,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,45,Batch 2,"score 16.9, tier1 area, official source"
1,이태원,용산시가프라자,서울 용산구 한강대로 257 청룡빌딩 지하1층 전자담배,010-4948-7676,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,46,Batch 2,"score 16.9, tier1 area, official source"
1,이태원,킹베이퍼,서울 용산구 한강대로 95 래미안용산더센트럴 지하2층 B201호 킹베이퍼,010-5164-8901,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,이태원 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,트렌드/대학가,16.90,P1,Wave 1,47,Batch 2,"score 16.9, tier1 area, official source"
1,건대입구,네모난 전자담배,서울 광진구 아차산로 220 1층 네모난 전자담배,0507-1438-3519,https://pcmap.place.naver.com/place/2095521509/home,,,,전자담배 전문점,건대입구 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,48,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,건대입구,시가케이,서울 광진구 아차산로 229 한림타워 2층 시가케이전자담배,0507-1440-5116,https://pcmap.place.naver.com/place/36116863/home,,,,전자담배 전문점,건대입구 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,49,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,건대입구,오지구 전자담배 건대점,서울 광진구 동일로 150 1층,0507-1383-2449,https://pcmap.place.naver.com/place/1381833860/home,,,,전자담배 전문점,건대입구 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,50,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,건대입구,오지구 전자담배 광진구의점,서울 광진구 구의강변로 87 1층 102호 오지구 전자담배 광진구의점,0507-1317-6395,https://pcmap.place.naver.com/place/36237675/home,,,,전자담배 전문점,건대입구 네이버 검색 핫스팟 인접 확장,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 인접 확장 2026-04-10 · query=뚝섬 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,51,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,건대입구,하카 건대입구역직영점,서울 광진구 아차산로 191,0507-1493-2161,https://pcmap.place.naver.com/place/2044835524/home,,,,전자담배 전문점,건대입구 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=건대입구 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,52,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,나이스전자담배 성수동점,서울 성동구 성수동2가 314-6 신성빌딩 1층,010-9227-8506,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,성수 메인상권,5,4,5,14,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,53,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,성수 전자담배,서울 성동구 성수이로 34-1 1층,0507-1332-1475,https://pcmap.place.naver.com/place/1232275061/home,,,,전자담배 전문점,성수 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,54,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,엑스업 전자담배,서울 성동구 성수이로20길 10 1층 102호,0507-1304-6142,https://pcmap.place.naver.com/place/1002900687/home,,,,전자담배 전문점,성수 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,55,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,오지구 전자담배 성수점,서울 성동구 왕십리로10길 6 서울숲비즈포레 1층 107호,0507-1373-5146,https://pcmap.place.naver.com/place/2093450197/home,,,,전자담배 전문점,성수 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=서울숲 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,56,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,위베이프 성수 직영점,서울 성동구 연무장길 12 2층,0507-1385-1491,https://pcmap.place.naver.com/place/2061675106/home,,,,전자담배 전문점,성수 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=서울숲 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,57,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,위베이프 전자담배 성수연무장길점,서울 성동구 연무장7길 3 1층,0507-1373-0553,https://pcmap.place.naver.com/place/2037451003/home,,,,전자담배 전문점,성수 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,58,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
1,성수,위베이프 전자담배 성수점,서울 성동구 연무장길 29-1 1층,0507-1376-7489,https://pcmap.place.naver.com/place/1168838462/home,,,,전자담배 전문점,성수 네이버 검색 핫스팟 2차 검증,5,4,5,14,A,1,미접촉,,네이버 검색 핫스팟 2차 확장 2026-04-10 · query=성수 전자담배,yes,linked_source,,트렌드/대학가,16.80,P1,Wave 1,59,Batch 2,"score 16.8, tier1 area, message_type1, linked source"
