priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes,sms_ready,source_bucket,cleanup_flags,cluster,send_score,send_priority_bucket,recommended_wave,send_order,batch_hint,priority_reason
3,압구정/청담,킹콩전자담배 압구정점,서울 강남구 압구정로50길 27 1층 103호,010-5655-5934,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,압구정 프리미엄 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,코어 오피스/상업권,14.30,P2,Wave 2,137,Batch 5,"score 14.3, message_type1, linked source"
3,압구정/청담,킹콩전자담배블랙 가로수길,서울 강남구 가로수길 22 2층,010-7636-2044,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,가로수길/신사 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,코어 오피스/상업권,14.30,P2,Wave 2,138,Batch 5,"score 14.3, message_type1, linked source"
1,역삼/선릉,vaping lounge,서울 강남구 선릉로155길 28 1층,010-4806-6928,,,,,전자담배 전문점,청담/선릉 연결축,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,코어 오피스/상업권,14.30,P2,Wave 2,139,Batch 5,"score 14.3, tier1 area, flags:draft_only"
2,여의도,엔드퍼프/마샤 베이프 여의도,서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층,010-3544-3028,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,여의도 오피스타운,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 여의도 라미야 엘지에클라트 | 서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층,yes,linked_source,merged_dup_history,코어 오피스/상업권,14.10,P2,Wave 2,140,Batch 5,"score 14.1, linked source, flags:merged_dup_history"
2,홍대/합정/상수,언노운 인더스트리 상수,서울 마포구 독막로7길 34 2층,010-9466-1606,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,상수 생활상권,4,4,5,13,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인,yes,official_locator,,트렌드/대학가,15.10,P2,Wave 2,141,Batch 6,"score 15.1, official source"
2,건대입구,더베이프샵 다미 건대점,서울 광진구 능동로 137-1 3층,010-9805-5262,https://m.swidn.com/store,,,,전자담배 전문점,건대 메인상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,트렌드/대학가,15.00,P2,Wave 2,142,Batch 6,"score 15.0, message_type1, linked source"
2,신촌/이대,신촌역토네이도전자담배,서울 서대문구 신촌로 109 신촌르메이에르타운5차 지하1층 110호,0507-1330-3461,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌 메인상권,4,4,5,13,A,1,미접촉,,네이버 지도 검증 완료. place page 기준 전화번호/주소 최신화,yes,linked_source,,트렌드/대학가,15.00,P2,Wave 2,143,Batch 6,"score 15.0, message_type1, linked source"
2,신촌/이대,킹콩전자담배 신촌점,서울 서대문구 신촌로 121 아남오피스텔 지하1층,010-9467-1369,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,신촌 메인상권,4,4,5,13,A,1,미접촉,,Martha Vape 공개 스토어 로케이터 기준 확인. 신촌역 인접 매장,yes,linked_source,,트렌드/대학가,15.00,P2,Wave 2,144,Batch 6,"score 15.0, message_type1, linked source"
2,신촌/이대,하카코리아 신촌점,서울 마포구 서강로 142,0507-1445-2300,https://pcmap.place.naver.com/place/36438695/home,https://blog.naver.com/sin3542300,67,4.35,전자담배 전문점,신촌 메인상권,4,4,5,13,A,1,미접촉,,네이버 지도 검증 완료. 0507 확인,yes,linked_source,,트렌드/대학가,15.00,P2,Wave 2,145,Batch 6,"score 15.0, message_type1, linked source"
2,건대입구,앤써전자담배,서울 광진구 광나루로 382 1층 103호,010-9293-8777,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1615/,,,,전자담배 전문점,화양동/건대권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,트렌드/대학가,14.60,P2,Wave 2,146,Batch 6,"score 14.6, linked source"
2,신촌/이대,베이프존 광흥창점,서울 마포구 독막로 156 1층,0507-1319-3104,https://pcmap.place.naver.com/place/1398170063/home,https://www.instagram.com/vapezone_gh,20,,전자담배 전문점,광흥창역 초근접,4,4,5,13,A,2,미접촉,,"네이버 지도 검증 완료. 역세권, 0507 확인",yes,linked_source,,트렌드/대학가,14.60,P2,Wave 2,147,Batch 6,"score 14.6, linked source"
2,왕십리/한양대,렉스 전자담배,서울 성동구 왕십리로 336 1층 102호,010-3245-1669,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,왕십리 상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인,yes,official_locator,,트렌드/대학가,14.10,P2,Wave 2,148,Batch 6,"score 14.1, official source"
2,왕십리/한양대,아이다 전자담배 왕십리점,서울 성동구 행당동 130-120,010-8712-2643,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,왕십리 생활상권,3,4,5,12,A,2,미접촉,,Martha Vape 공개 로케이터 기준 확인,yes,official_locator,,트렌드/대학가,14.10,P2,Wave 2,149,Batch 6,"score 14.1, official source"
2,홍대/합정/상수,마포전자담배 망원점,서울 마포구 망원동,010-9024-2960,,,,,전자담배 전문점,망원 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.90,P2,Wave 2,150,Batch 6,"score 13.9, message_type1, flags:draft_only"
2,홍대/합정/상수,서울베이퍼즈 합정,서울 마포구 합정동,010-9191-9670,,,,,전자담배 전문점,합정 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.90,P2,Wave 2,151,Batch 6,"score 13.9, message_type1, flags:draft_only"
2,홍대/합정/상수,콤마베이프 합정,서울 마포구 합정동,010-2123-2848,,,,,전자담배 전문점,합정 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,트렌드/대학가,13.90,P2,Wave 2,152,Batch 6,"score 13.9, message_type1, flags:draft_only"
2,구로디지털단지,고척현대 전자담배,서울 구로구 경서로 39-1 구로구고척동129-7,010-3788-4564,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,153,Batch 7,"score 15.1, official source"
2,구로디지털단지,더블에잇,서울 금천구 벚꽃로 122 1층 베이프렌드 전자담배,010-3392-0514,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,154,Batch 7,"score 15.1, official source"
2,구로디지털단지,라미야금천가산점,"서울 금천구 벚꽃로 286 비-107(가산동,리더스타워지하1층)",010-9201-0741,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,155,Batch 7,"score 15.1, official source"
2,구로디지털단지,마크전자담배 금천구 가산점,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 109호 마크전자담배 금천구 가산점,010-9027-9389,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,156,Batch 7,"score 15.1, official source"
2,구로디지털단지,베이프넘버 구로대림점,서울 구로구 도림로 79 (구로동) 1층 전자담배,010-7497-3730,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,157,Batch 7,"score 15.1, official source"
2,구로디지털단지,에코이앤씨,서울 금천구 가산동 371-28 우림라이온스밸리A동 128-1호 에코전자담배,010-2509-8184,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,158,Batch 7,"score 15.1, official source"
2,구로디지털단지,전자담배,서울 구로구 고척동 257-22 전자담배,010-4132-5866,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,159,Batch 7,"score 15.1, official source"
2,종로/을지로/충무로,넘버원전자담배,서울 종로구 삼봉로 81 두산위브파빌리온 1층 120호 넘버원전자담배,010-7752-5992,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,종로/을지로/충무로 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,160,Batch 7,"score 15.1, official source"
2,종로/을지로/충무로,시청전자담배,서울 중구 서소문로 111 203호(계단 위 왼쪽 사무실),010-5223-7793,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,종로/을지로/충무로 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,yes,official_locator,,혼합 고회전 상권,15.10,P2,Wave 2,161,Batch 7,"score 15.1, official source"
2,종로/을지로/충무로,마블루 전자담배 종로점,서울 종로구 종로 132 1층 18호,010-3509-0589,https://xn--vk1br5hu7a69r54ec90a.kr/introAdultAuth?returnUrl=/home,,,,전자담배 전문점,종로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,혼합 고회전 상권,15.00,P2,Wave 2,162,Batch 7,"score 15.0, message_type1, linked source"
1,잠실/송리단길,송파잠실 전자담배 베이프갱스터,서울 송파구 오금로11길 11-11 B동 101호,010-9490-3404,,,,,전자담배 전문점,방이/잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,14.70,P2,Wave 2,163,Batch 7,"score 14.7, tier1 area, message_type1, flags:draft_only"
2,구로디지털단지,라미야구로점(신도림),서울 구로구 개봉로 45 1층,010-9028-9207,https://map.naver.com/p/search/라미야 구로점 신도림,,,,전자담배 전문점,구로디지털단지 애매번호 재검증 복구,4,4,5,13,A,2,미접촉,,애매번호 재검증 복구 2026-04-10. 개봉동 지번과 개봉로 45 도로명 표기가 동일 매장 범주로 수렴했고 두 소스가 같은 010 번호를 공유,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,164,Batch 7,"score 14.6, linked source"
2,구로디지털단지,전자금연용품할인매장,서울 구로구 디지털로32나길 38 서림빌딩 1층,010-9984-5336,https://map.naver.com/p/search/전자담배할인매장 구로,,,,전자담배 전문점,구로디지털단지 애매번호 재검증 복구,4,4,5,13,A,2,미접촉,,"애매번호 재검증 복구 2026-04-10. 네이버 지도 검색상 서울 구로구 구로동 전자담배 결과가 확인됐고, Martha/Litmus 모두 서림빌딩 계열 주소와 동일 번호를 공유",yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,165,Batch 7,"score 14.6, linked source"
2,종로/을지로/충무로,라미야 을지로점,서울 중구 을지로2가 9-7 지하쇼핑센터 지하1층 4호,010-4842-3818,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,을지로 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,166,Batch 7,"score 14.6, linked source"
2,종로/을지로/충무로,위베이프 에코전자담배,서울 종로구 종로 233 1층,0507-1368-3757,https://m.swidn.com/store,,,,전자담배 전문점,종로 메인상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,167,Batch 7,"score 14.6, linked source"
2,종로/을지로/충무로,하카전자담배 신당약수역,서울 중구 다산로 146 서광빌딩 1층,010-9176-5598,https://map.naver.com/p/search/하카전자담배 신당약수역,,,,전자담배 전문점,종로/을지로/충무로 애매번호 재검증 복구,4,4,5,13,A,2,미접촉,,"애매번호 재검증 복구 2026-04-10. 네이버 지도 검색명과 소스 상호가 일치하고, 신당동/다산로 146 서광빌딩 표기가 동일 매장으로 수렴",yes,linked_source,,혼합 고회전 상권,14.60,P2,Wave 2,168,Batch 7,"score 14.6, linked source"
2,종로/을지로/충무로,라미야 명동회현점,서울 중구 소공로 58 지하층 라열9·10호 (회현지하도상가),010-8789-0789,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,명동/회현 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이프식스틴 충무로점 | 서울 중구 소공로 지하 58 회현지하쇼핑센터 라열9호10호,yes,linked_source,merged_dup_history,혼합 고회전 상권,14.10,P2,Wave 2,169,Batch 7,"score 14.1, linked source, flags:merged_dup_history"
2,영등포/문래,씨가킹 당산,서울 영등포구 당산동5가,010-8348-5918,https://cigaking.co.kr/,,,,전자담배/시가 복합,당산 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,혼합 고회전 상권,14.00,P2,Wave 2,170,Batch 7,"score 14.0, message_type1, linked source"
2,잠실/송리단길,베이프캔디 위례점,서울 송파구 위례광장로 270 송파와이즈더샵 Y동 1층 144호,010-2372-7650,https://m.swidn.com/store,,,,전자담배 전문점,위례 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안,yes,linked_source,,혼합 고회전 상권,14.00,P2,Wave 2,171,Batch 7,"score 14.0, message_type1, linked source"
2,잠실/송리단길,도깨비전자담배 잠실본점,서울 송파구 올림픽로30길 9 206호,010-7107-9876,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,172,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,잠실/송리단길,뿜뿜베이프 잠실,서울 송파구 올림픽로 86 (잠실동) 1층,010-8651-5339,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,173,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,잠실/송리단길,잠실전자담배 베이프갱스터,서울 송파구 백제고분로7길 49 1층105호,010-2086-3404,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,174,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,잠실/송리단길,잠실직영점,서울 송파구 올림픽로 119 (잠실동) 에이170호,010-8974-5300,,,,,전자담배 전문점,잠실 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,175,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,벨베이프 이대,서울 서대문구 이화여대길 29 1층,010-2321-2946,,,,,전자담배 전문점,이대/신촌 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,176,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,씨와이 전자담배,서울 중구 창경궁로 2,010-9053-1511,,,,,전자담배 전문점,종로/을지로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,177,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,에스엠마트 베가전자담배,서울 종로구 청계천로 55 (관철동) 101호,010-8314-0688,,,,,전자담배 전문점,청계천 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,178,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,종각베이퍼스,서울 종로구 종로 19 (종로1가) 지하1층 122-2호,010-4912-9434,,,,,전자담배 전문점,종각 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,179,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,준베이프 충무로,서울 중구 서애로 18 (필동3가) 1층,010-2253-9553,,,,,전자담배 전문점,충무로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,180,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,증기기관 을지로점,서울 중구 을지로 지하쇼핑센터,010-9205-6927,,,,,전자담배 전문점,을지로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,181,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,충무로베이프샵,서울 중구 퇴계로 179-1 (필동1가) 1층,010-9306-9233,,,,,전자담배 전문점,충무로 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,182,Batch 7,"score 13.9, message_type1, flags:draft_only"
2,종로/을지로/충무로,케이전자담배 종로,서울 중구 무교로 32 효령빌딩 지하1층,010-3258-1910,,,,,전자담배 전문점,광화문/종각 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안,yes,web_search_draft,draft_only,혼합 고회전 상권,13.90,P2,Wave 2,183,Batch 7,"score 13.9, message_type1, flags:draft_only"
