no,phone,store_name,decoded_store_name,address,area_or_district,map_or_source_url,source_file,notes,verdict,reason,evidence_url,evidence_note
11,010-2134-2211,월드플레이 전자담배 가산점,월드플레이 전자담배 가산점,서울특별시 금천구 가산디지털2로 136 (승일VentureTower) 1층 103호,구로디지털단지,https://end-puff.com/bs21/layout/map_all2.html,vape_send_ready_final_2026-04-13_804.csv,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,VERIFIED_KEEP,공식 로케이터 URL 확인,https://end-puff.com/bs21/layout/map_all2.html,공식 로케이터 URL
12,010-2137-6780,구로디지털단지역 식후땡전자담배,구로디지털단지역 식후땡전자담배,서울 구로구 시흥대로 545-1 1층,구로디지털단지,https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1545/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),https://m.zapjuice.co.kr/article/%EC%A0%84%EA%B5%AD%EC%B7%A8%EA%B8%89%EC%A0%90%EC%95%88%EB%82%B4/1002/1545/,804 baseline (네이버 검색)
13,010-2157-3366,스위치전자담배 대치점,스위치전자담배 대치점,서울 강남구 남부순환로 2942,강남구,http://place.map.kakao.com/882368129,vape_1000_townconnect_paginated_additions_2026-04-15.csv,p4/26,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_paginate),http://place.map.kakao.com/882368129,신뢰출처 + URL
14,010-2157-4889,영등포 베이프로,영등포 베이프로,서울 영등포구 영등포동,영등포/문래,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
15,010-2163-7343,홀릭망우동전자담배,홀릭망우동전자담배,서울 중랑구 용마산로 509 1층,중랑/면목,https://pcmap.place.naver.com/place/1607675912/home,vape_send_ready_final_2026-04-13_804.csv,merge_v2 review_rescue; blank phone -> 010 rescue,VERIFIED_KEEP,Naver Place 직접 URL 확인 (pcmap),https://pcmap.place.naver.com/place/1607675912/home,Naver Place pcmap
16,010-2175-7405,베이프칸,베이프칸,서울 양천구 남부순환로83길 17 목동센트럴아이파크위브 1단지 1-28호 (신월동),양천/신월,,vape_gangdong_yangcheon_lane_b_additions_2026-04-14.csv,자담 공식 스토어로케이터 기반. 위베이프 베이프칸으로 네이버 플레이스 확인됨. 2026-04-14 Lane B 신규.,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_gangdong_yangcheon_lane_b),,신뢰출처 + 명시 상호
17,010-2177-0244,건대 시가케이,건대 시가케이,서울 광진구 아차산로 229 205호,,https://www.hakakorea.com/store/,vape_1400_google_maps_place_api_seoul_vape_additions_2026-04-16.csv,Haka 공식 store/api.php 좌표 그리드 검색 결과; pool 미등재; direct 010 확인,VERIFIED_KEEP,공식 로케이터 URL 확인,https://www.hakakorea.com/store/,공식 로케이터 URL
18,010-2199-6879,JMI 전자담배 중화점,JMI 전자담배 중화점,서울 중랑구 동일로 801 1층 4호,중랑구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
19,010-2208-1078,요가파이어,요가파이어,서울 마포구 성암로 215 1층 전자담배,성수,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
20,010-2209-6383,베이프랩 자양점,베이프랩 자양점,서울 광진구 구의동,건대입구,https://m.vapelab.co.kr/shopinfo/company.html,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),https://m.vapelab.co.kr/shopinfo/company.html,804 baseline (네이버 검색)
21,010-2217-3437,판다전자담배 신림점,판다전자담배 신림점,서울 관악구 신림로 126,신림,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
22,010-2220-2393,드림베이프,드림베이프,서울 동작구 상도로 103,동작구,http://place.map.kakao.com/1305494424,vape_1000_townconnect_b1_additions_2026-04-15.csv,query: 서울 동작구 베이프,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_b1_addit),http://place.map.kakao.com/1305494424,신뢰출처 + URL
23,010-2220-9898,킹전자담배,킹전자담배,서울 강서구 강서로5나길 104,양천구,http://place.map.kakao.com/1938333413,vape_1000_townconnect_paginated_additions_2026-04-15.csv,p5/30,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_paginate),http://place.map.kakao.com/1938333413,신뢰출처 + URL
24,010-2222-2043,둔촌역전자담배,둔촌역전자담배,서울 강동구 양재대로87길 19 1층,천호/강동,https://map.naver.com/p/search/둔촌역 전자담배 강동점,vape_send_ready_final_2026-04-13_804.csv,애매번호 재검증 복구 2026-04-10. 성내동 지번 표기와 양재대로87길 도로명 표기가 같은 매장으로 수렴하는 케이스라서 도로명 주소 기준으로 정리,VERIFIED_KEEP,804 baseline + Naver URL 확인,https://map.naver.com/p/search/둔촌역 전자담배 강동점,804 + Naver
25,010-2224-2527,금천전자담배프라자,금천전자담배프라자,서울 금천구 독산동,구로디지털단지,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
26,010-2225-7304,크로시가전자담배 면목,크로시가전자담배 면목,서울 중랑구 면목동,중랑/면목,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
27,010-2226-7144,낙성대 전자담배,낙성대 전자담배,서울 관악구 솔밭로 3 1층 전자담배,관악구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
28,010-2248-7130,낙성대 전자담배 쿠노 베이프,낙성대 전자담배 쿠노 베이프,서울 관악구 남부순환로 1924 1동 B208호(동림오피스텔),서울대입구/샤로수길,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
29,010-2253-9553,준베이프 충무로,준베이프 충무로,서울 중구 서애로 18 (필동3가) 1층,종로/을지로/충무로,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
30,010-2264-4940,샤슈컴퍼니,샤슈컴퍼니,서울 동대문구 천호대로85길 13,동대문구,http://place.map.kakao.com/450803505,vape_1000_townconnect_b1_additions_2026-04-15.csv,query: 서울 동대문구 전자담배,VERIFIED_KEEP,신뢰 출처 + URL (vape_1000_townconnect_b1_addit),http://place.map.kakao.com/450803505,신뢰출처 URL
31,010-2288-7670,하카베이프,하카베이프,서울 은평구 대조동 185-1 1층 전자담배,은평/연신내,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
32,010-2292-9696,킹스베이프,킹스베이프,서울 영등포구 여의대방로65길 10 유니온타워 B101호 킹스베이프,여의도,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
33,010-2296-6537,JMI전자담배 사가정점,JMI전자담배 사가정점,서울 중랑구 면목로 326,신내,http://place.map.kakao.com/2079626297,vape_1000_tc_final8_r2_additions_2026-04-15.csv,q:신내 전자담배,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_tc_final8_r2_additio),http://place.map.kakao.com/2079626297,신뢰출처 + URL
34,010-2296-7405,위베이프 베이프칸,위베이프 베이프칸,서울특별시 양천구 남부순환로83길 17 (신월동) 목동센트럴아이파크위브1단지,양천구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
35,010-2298-7000,신도림 미쓰전자담배,신도림 미쓰전자담배,서울 구로구 경인로 643 신도림2차동아아파트 205동 1층 133호,구로구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
36,010-2305-4869,압구정 전자담배 (매장문의),압구정 전자담배 (매장문의),서울 강남구 압구정동,강남구,,vape_1400_naver_blog_v2_final_additions_2026-04-16.csv,,NEEDS_REVIEW,Naver 블로그 + URL 없음 — 전담 명시 (확인 권장),,"Naver 블로그, URL 없음"
37,010-2321-2946,벨베이프 이대,벨베이프 이대,서울 서대문구 이화여대길 29 1층,종로/을지로/충무로,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
38,010-2323-8780,JMI전자담배 명일점,JMI전자담배 명일점,서울 강동구 구천면로 384,강동구,http://place.map.kakao.com/1795273107,vape_1000_townconnect_paginated_additions_2026-04-15.csv,p3/4,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_townconnect_paginate),http://place.map.kakao.com/1795273107,신뢰출처 + URL
39,010-2356-0059,원타임 신도림,원타임 신도림,서울 구로구 경인로67길 23 (신도림2차푸르지오) 상가,구로디지털단지,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,NEEDS_REVIEW,상호명 모호 + URL 없음 (원타임 신도림),,상호 모호
40,010-2356-2125,모리,모리,서울 영등포구 당산로32길 3 (당산동3가) 1층,영등포/당산,,vape_vera_locator_lane_e_additions_2026-04-14.csv,베라쥬스 공식 스토어로케이터 기반. 2026-04-14 Lane E (VERA sweep) 신규.,VERIFIED_KEEP,공식 로케이터 출처 (vape_vera_locator_lane_e_additions_),,공식 로케이터 파일
41,010-2372-7650,베이프캔디 위례점,베이프캔디 위례점,서울 송파구 위례광장로 270 송파와이즈더샵 Y동 1층 144호,잠실/송리단길,https://m.swidn.com/store,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),https://m.swidn.com/store,804 baseline (네이버 검색)
42,010-2378-3249,유베이프(you vape),유베이프(you vape),서울 관악구 조원중앙로 6 1층 you vape전자담배,신림,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
43,010-2382-6133,성북멀티샵,성북멀티샵,서울 성북구 종암동,성북/길음,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
44,010-2393-9570,아이러브휴대폰,아이러브휴대폰,서울 관악구 난곡로 244 1층 아이러브휴대폰,관악구,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:42. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
45,010-2395-3314,시가댕,시가댕,서울 강남구 청담동 40-20 수정하이츠 202,압구정/청담,https://m.cicadeng.com/shopinfo/company.html,vape_send_ready_final_2026-04-13_804.csv,"전자담배 액상/시가 계열, 적합성 별도 판단",VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (804 기본),https://m.cicadeng.com/shopinfo/company.html,804 baseline (804 기본)
46,010-2396-3934,베이프송 전자담배,베이프송 전자담배,서울 광진구 용마산로 60 1층 102호,군자/중곡,,vape_east_secondary_additions_2026-04-14.csv,네이버 검색 동부/북동부 secondary stations 스캔 2026-04-14 · query=중곡동 전자담배,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_east_secondary_additions_),,신뢰출처 + 명시 상호
47,010-2422-3318,베이프엔젤,베이프엔젤,서울 중랑구 용마산로 377 B동 1층 1호 베이프엔젤 전자담배,중랑/면목,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
48,010-2453-7189,피그먼트 베이프샵 낙성대역점,피그먼트 베이프샵 낙성대역점,서울 관악구 남부순환로 1924,서초/방배,,vape_kakao_sweep_additions_2026-04-14.csv,,VERIFIED_KEEP,KakaoMap 스윕 + 전담 관련 상호명,,Kakao 스윕
49,010-2463-2382,카우베이프(신사점),카우베이프(신사점),서울 강남구 도산대로 111 S-TOWER 지하1층 카우베이프,압구정/청담,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
50,010-2466-8264,모던베이프 암사점,모던베이프 암사점,서울특별시 강동구 올림픽로 816  102호,천호/강동,,vape_send_ready_final_2026-04-13_804.csv,merge_v2 longtail_outer; official locator recovery relaxed 2026-04-13,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (804 기본),,804 baseline (804 기본)
51,010-2467-3318,베이프엔젤 면목동,베이프엔젤 면목동,서울 중랑구 면목동,중랑/면목,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
52,010-2472-7306,베이프모션 장한평점,베이프모션 장한평점,서울 동대문구 장한로 20,건대/구의,,vape_kakao_sweep_additions_2026-04-14.csv,,VERIFIED_KEEP,KakaoMap 스윕 + 전담 관련 상호명,,Kakao 스윕
53,010-2488-1423,휴즈전자담배 수유점(휴즈코리아),휴즈전자담배 수유점(휴즈코리아),서울 강북구 한천로1014 (번동) 1층 오른쪽 휴즈코리아,강북구/번동,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:187. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
54,010-2509-8184,에코이앤씨,에코이앤씨,서울 금천구 가산동 371-28 우림라이온스밸리A동 128-1호 에코전자담배,구로디지털단지,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
55,010-2518-1427,베이피움 종로점,베이피움 종로점,서울 종로구 종로12길 15,종로구,http://place.map.kakao.com/1243172656,vape_1000_townconnect_b1_additions_2026-04-15.csv,query: 서울 종로구 전자담배,VERIFIED_KEEP,신뢰 출처 + URL (vape_1000_townconnect_b1_addit),http://place.map.kakao.com/1243172656,신뢰출처 URL
56,010-2556-5293,예스베이프(Yes Vape),예스베이프(Yes Vape),서울 양천구 신월로 164,목동/오목교,https://m.justfog.co.kr/stockist.html,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(justfog) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.justfog.co.kr/stockist.html,공식 로케이터 URL
57,010-2568-9378,키츠베이프,키츠베이프,서울 금천구 가산동,구로디지털단지,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
58,010-2573-0748,강남베이퍼스,강남베이퍼스,서울 서초구 서초동,서초/양재,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
59,010-2579-6460,포리프 전자담배,포리프 전자담배,서울 강서구 양천로 564(등촌동) 136호 포리프전자담배,강서구/등촌동,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:107. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
60,010-2581-3799,카우베이프 논현,카우베이프 논현,서울 강남구 논현로 507,신논현/논현,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 엔드퍼프 역삼점 |,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
61,010-2583-7151,버블전자담배,버블전자담배,서울 관악구 신림동7길 36 (성심하우스) 1층 버블전자담배,관악구,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:81. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
62,010-2604-1713,서초 vape샵3,서초 vape샵3,서울 서초구 서초동,서초구,,vape_1400_naver_blog_v2_final_additions_2026-04-16.csv,,NEEDS_REVIEW,Naver 블로그 + URL 없음 — 전담 명시 (확인 권장),,"Naver 블로그, URL 없음"
63,010-2622-4920,너구리전자담배 개포점,너구리전자담배 개포점,서울 강남구 영동대로 22,잠실,http://place.map.kakao.com/1397815750,vape_1000_station_sweep_additions_2026-04-15.csv,q:잠실 전자담배,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_station_sweep_additi),http://place.map.kakao.com/1397815750,신뢰출처 + URL
64,010-2624-5262,성북 더베이프,성북 더베이프,서울 성북구 안암동,성북/길음,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
65,010-2631-7165,엔조이베이프 성내동점,엔조이베이프 성내동점,서울 강동구 천호옛14길 28(성내동) 104호 전자담배,강동구/성내동,,vape_bewell_extended_additions_2026-04-14.csv,be-well.co.kr 비웰 스토어로케이터 KBoard ID:235. 2026-04-14 bewell_extended 신규. brand:데이드림.,VERIFIED_KEEP,공식 로케이터 출처 (vape_bewell_extended_additions_2026),,공식 로케이터 파일
66,010-2648-2864,강남핫딜,강남핫딜,서울 강남구 봉은사로 326 남전빌딩 1층 103호,역삼/선릉,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,마샤 베이프 공식 로케이터의 서울 강남 SMS 가능 번호 반영,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
67,010-2654-6016,돛대전자담배 독산,돛대전자담배 독산,서울 금천구 독산로 주변,구로디지털단지,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
68,010-2655-1530,나만없어전자담배,나만없어전자담배,서울특별시 광진구 아차산로34길 5 1층,건대입구,https://end-puff.com/bs21/layout/map_all2.html,vape_send_ready_final_2026-04-13_804.csv,엔드퍼프 공식 스토어로케이터 기반 2026-04-10 추가,VERIFIED_KEEP,공식 로케이터 URL 확인,https://end-puff.com/bs21/layout/map_all2.html,공식 로케이터 URL
69,010-2672-1337,구일로또전자담배,구일로또전자담배,서울 구로구 구일로8길 63,개봉,http://place.map.kakao.com/1351563324,vape_1000_station_v2_additions_2026-04-15.csv,q:개봉 전자담배,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_1000_station_v2_additions),http://place.map.kakao.com/1351563324,신뢰출처 + URL
70,010-2691-8569,까비네전자담배,까비네전자담배,서울 강북구 한천로170가길 24 (수유동 699-11),창동근방/수유,http://place.map.kakao.com/397036047,vape_900_final_six_closer_additions_2026-04-14.csv,Kakao Local API 직접 확인. category=전자담배. 강북구 수유동 신규. 2026-04-14 final-six-closer 발굴.,VERIFIED_KEEP,신뢰 출처 + URL + 전담 상호 (vape_900_final_six_closer_addi),http://place.map.kakao.com/397036047,신뢰출처 + URL
71,010-2706-9335,JMI전자담배 공릉점,JMI전자담배 공릉점,서울 노원구 동일로 1058,노원/공릉,,vape_kakao_sweep_additions_2026-04-14.csv,,VERIFIED_KEEP,KakaoMap 스윕 + 전담 관련 상호명,,Kakao 스윕
72,010-2707-2981,너구리굴양남사거리점,너구리굴양남사거리점,서울 영등포구 선유로 83 1층,영등포/문래,https://map.naver.com/p/search/너구리굴 양남사거리,vape_send_ready_final_2026-04-13_804.csv,애매번호 재검증 복구 2026-04-10. 두 소스 모두 선유로 83과 동일 010 번호를 가리켜 양남사거리점으로 복구 가능,VERIFIED_KEEP,804 baseline + Naver URL 확인,https://map.naver.com/p/search/너구리굴 양남사거리,804 + Naver
73,010-2734-4606,헬로베이프 대학로점,헬로베이프 대학로점,서울 종로구 대명길 37,종로/광화문,,vape_kakao_sweep_additions_2026-04-14.csv,,VERIFIED_KEEP,KakaoMap 스윕 + 전담 관련 상호명,,Kakao 스윕
74,010-2749-9378,마크전자담배 금천구 가산점,마크전자담배 금천구 가산점,서울 금천구 가산디지털1로 168 우림라이온스밸리 A동 109호,금천구,,vape_send_ready_final_2026-04-15_1323.csv,swidn.com,VERIFIED_KEEP,신뢰 출처 + 전담 명시 상호 (vape_send_ready_final_2026-04-),,신뢰출처 + 명시 상호
75,010-2753-0134,라미야수서점,라미야수서점,"서울 강남구 밤고개로1길 10, 202호(수서동, 수서현대벤쳐빌)",역삼/선릉,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,vape_send_ready_final_2026-04-13_804.csv,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09,VERIFIED_KEEP,공식 로케이터 URL 확인,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공식 로케이터 URL
76,010-2798-0511,너구리전자담배 오금점,너구리전자담배 오금점,서울 송파구 마천로 68 1층,잠실/송리단길,,vape_send_ready_final_2026-04-13_804.csv,공개 웹 검색 기반 초안,VERIFIED_KEEP,804 메인 baseline + 전담 관련 상호 (네이버 검색),,804 baseline (네이버 검색)
77,010-2816-5801,삼성역전자담배,삼성역전자담배,서울 강남구 영동대로85길 20 대치3차아이파크오피스텔 1동 301호,삼성/코엑스,https://m.martha-vape.com/bs21/layout/map_store2.html,vape_send_ready_final_2026-04-13_804.csv,기존 02 대신 공개 웹 검색상 확인된 010 번호 반영; 동일 연락처 중복 병합: 마샤 베이프 대치동점 | 서울 강남구 영동대로85길 20 대치3차아이파크오피스텔 301호,VERIFIED_KEEP,공식 로케이터 URL 확인,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 로케이터 URL
